x,y
0.0,0.0
0.004004004004004004,0.22549101361523516
0.008008008008008008,0.4454353716467584
0.012012012012012012,0.6544543776052614
0.016016016016016016,0.8475000668621986
0.02002002002002002,1.0200077671656163
0.024024024024024024,1.1680337368323
0.028028028028028028,1.2883736320661716
0.03203203203203203,1.3786581477735573
0.036036036036036036,1.4374228822236532
0.04004004004004004,1.4641502730995544
0.044044044044044044,1.4592823162421669
0.04804804804804805,1.4242036819880535
0.05205205205205205,1.3611957594921718
0.056056056056056056,1.2733630584892
0.06006006006006006,1.1645342527725908
0.06406406406406406,1.0391409338168938
0.06806806806806806,0.9020778321809403
0.07207207207207207,0.7585488372884719
0.07607607607607608,0.6139035851661439
0.08008008008008008,0.47346967514824984
0.08408408408408408,0.34238571141907637
0.08808808808808809,0.22544033938668773
0.0920920920920921,0.12692226106753757
0.0960960960960961,0.05048587365837309
0.10010010010010009,-0.0009633082012745486
0.1041041041041041,-0.025359898353665034
0.10810810810810811,-0.02154372725699527
0.11211211211211211,0.010703244078730356
0.11611611611611611,0.07064932881111174
0.12012012012012012,0.1566350747380959
0.12412412412412413,0.26612410292356625
0.12812812812812813,0.3957812531326528
0.13213213213213212,0.5415756195942263
0.13613613613613612,0.6989052902156506
0.14014014014014015,0.8627399305613334
0.14414414414414414,1.0277768014541686
0.14814814814814814,1.1886053830579288
0.15215215215215216,1.3398755116182322
0.15615615615615616,1.4764638259303782
0.16016016016016016,1.5936333724402778
0.16416416416416416,1.6871814290674758
0.16816816816816815,1.7535709718356598
0.17217217217217218,1.7900417139474039
0.17617617617617617,1.7946972784093096
0.18018018018018017,1.7665658031688167
0.1841841841841842,1.7056320991417908
0.1881881881881882,1.6128403610826312
0.1921921921921922,1.4900673417691572
0.1961961961961962,1.3400668132788272
0.20020020020020018,1.1663870269704466
0.2042042042042042,0.9732637186939064
0.2082082082082082,0.7654919619042122
0.2122122122122122,0.5482808253657212
0.21621621621621623,0.32709532376848344
0.22022022022022023,0.10749054239636818
0.22422422422422422,-0.10505694116422526
0.22822822822822822,-0.30531513188610665
0.23223223223223222,-0.48845505997286864
0.23623623623623624,-0.6501966988346403
0.24024024024024024,-0.7869378534354308
0.24424424424424424,-0.8958620409815313
0.24824824824824826,-0.9750220358524628
0.25225225225225223,-1.0233965035333839
0.25625625625625625,-1.0409179808023032
0.2602602602602603,-1.0284713458051873
0.26426426426426425,-0.9878628344987204
0.2682682682682683,-0.9217605710168055
0.27227227227227224,-0.8336084606407174
0.27627627627627627,-0.7275161179683525
0.2802802802802803,-0.608128244099248
0.28428428428428426,-0.48047750225094943
0.2882882882882883,-0.3498254515382261
0.2922922922922923,-0.2214964678942224
0.2962962962962963,-0.10070979787034379
0.3003003003003003,0.0075850513849690104
0.30430430430430433,0.09886448607963183
0.3083083083083083,0.16917372496088645
0.3123123123123123,0.21525199590690958
0.3163163163163163,0.23463614997259064
0.3203203203203203,0.22573948083855166
0.32432432432432434,0.1879033048919363
0.3283283283283283,0.12141970008797576
0.33233233233233234,0.027524694227859192
0.3363363363363363,-0.09163789226709174
0.34034034034034033,-0.23308083589002293
0.34434434434434436,-0.39306414500316267
0.3483483483483483,-0.567209141078058
0.35235235235235235,-0.7506324614156216
0.3563563563563564,-0.9380958418913434
0.36036036036036034,-1.1241670497206213
0.36436436436436437,-1.3033869909005096
0.3683683683683684,-1.470437825540781
0.37237237237237236,-1.6203068926723119
0.3763763763763764,-1.7484413752932906
0.38038038038038036,-1.8508889223896525
0.3843843843843844,-1.9244198786002222
0.3883883883883884,-1.9666273406674357
0.3923923923923924,-1.9760019452383557
0.3963963963963964,-1.9519790737563287
0.40040040040040037,-1.8949570129486781
0.4044044044044044,-1.8062855073924373
0.4084084084084084,-1.6882250560525862
0.4124124124124124,-1.5438782092200758
0.4164164164164164,-1.3770949879514744
0.42042042042042044,-1.1923553481513802
0.4244244244244244,-0.9946323210963863
0.42842842842842843,-0.789240059524532
0.43243243243243246,-0.5816714849308753
0.4364364364364364,-0.377430552988108
0.44044044044044045,-0.1818643201142599
0.4444444444444444,-1.4432899320127035e-15
0.44844844844844844,0.16360795579217158
0.45245245245245247,0.30501602944916417
0.45645645645645644,0.42101079354792315
0.46046046046046046,0.5092053740009675
0.46446446446446443,0.5681102428544489
0.46846846846846846,0.5971761588003754
0.4724724724724725,0.5968079350591362
0.47647647647647645,0.5683486169051984
0.4804804804804805,0.5140345666264055
0.4844844844844845,0.43692285380566054
0.48848848848848847,0.34079320564952864
0.4924924924924925,0.23002755915674378
0.4964964964964965,0.1094709498738335
0.5005005005005005,-0.015721950610161996
0.5045045045045045,-0.14024989228391016
0.5085085085085085,-0.25883264645385756
0.5125125125125125,-0.36637795408724344
0.5165165165165165,-0.45814264939392035
0.5205205205205206,-0.529882965486093
0.5245245245245245,-0.5779893636351794
0.5285285285285285,-0.5996017064487811
0.5325325325325325,-0.5927012034072856
0.5365365365365365,-0.5561762758178546
0.5405405405405406,-0.4898602951340517
0.5445445445445445,-0.3945400187923599
0.5485485485485485,-0.2719344543137997
0.5525525525525525,-0.12464479736567902
0.5565565565565566,0.04392301552757294
0.5605605605605606,0.2296607515796511
0.5645645645645646,0.42788216209322566
0.5685685685685685,0.6334652612877901
0.5725725725725725,0.8410082092784584
0.5765765765765766,1.0449939837446591
0.5805805805805806,1.2399587526331999
0.5845845845845846,1.420658745406357
0.5885885885885885,1.5822304664260933
0.5925925925925926,1.720339299635317
0.5965965965965966,1.8313119123984651
0.6006006006006006,1.9122483671020793
0.6046046046046046,1.9611104764027145
0.6086086086086087,1.9767836724421048
0.6126126126126126,1.9591104792105551
0.6166166166166166,1.9088945552004444
0.6206206206206206,1.8278751833956064
0.6246246246246246,1.7186729993442535
0.6286286286286287,1.5847086373006676
0.6326326326326326,1.4300968116884116
0.6366366366366366,1.2595191105372785
0.6406406406406406,1.0780794355883445
0.6446446446446447,0.8911465600920192
0.6486486486486487,0.7041886733541262
0.6526526526526526,0.5226050285032956
0.6566566566566566,0.3515598991073259
0.6606606606606606,0.195823978399993
0.6646646646646647,0.059628124216941525
0.6686686686686687,-0.05346602958349689
0.6726726726726726,-0.14067459659449677
0.6766766766766766,-0.20007574344540646
0.6806806806806807,-0.23066717424894778
0.6846846846846847,-0.23239502071447216
0.6886886886886887,-0.20615324961981174
0.6926926926926927,-0.15375361168783708
0.6966966966966966,-0.07786706750912409
0.7007007007007007,0.01806149121016898
0.7047047047047047,0.12992258041947036
0.7087087087087087,0.25307213330580314
0.7127127127127127,0.3824781517821125
0.7167167167167167,0.5128794559258273
0.7207207207207207,0.6389516129373629
0.7247247247247247,0.7554749048756123
0.7287287287287287,0.8574991311542275
0.7327327327327328,0.9405001395054867
0.7367367367367368,1.0005232348165327
0.7407407407407407,1.034309021005505
0.7447447447447447,1.0393977743826235
0.7487487487487487,1.014209110927563
0.7527527527527528,0.9580944740717031
0.7567567567567568,0.871360810263741
0.7607607607607607,0.7552646908153253
0.7647647647647647,0.611977052701439
0.7687687687687688,0.4445196398504136
0.7727727727727728,0.2566751018862451
0.7767767767767768,0.052873522202327716
0.7807807807807807,-0.16194112355767143
0.7847847847847848,-0.3824604566158203
0.7887887887887888,-0.6031725163392392
0.7927927927927928,-0.8185289475598962
0.7967967967967968,-1.023113390716775
0.8008008008008007,-1.211805874201071
0.8048048048048048,-1.3799381317328003
0.8088088088088088,-1.5234350480775496
0.8128128128128128,-1.6389378652487907
0.8168168168168168,-1.7239053452695343
0.8208208208208209,-1.7766897671445188
0.8248248248248248,-1.796585413837242
0.8288288288288288,-1.7838480556862073
0.8328328328328328,-1.7396848335190844
0.8368368368368369,-1.6662148599920967
0.8408408408408409,-1.5664017630830753
0.8448448448448448,-1.443960263195176
0.8488488488488488,-1.3032396781490874
0.8528528528528528,-1.149087963622962
0.8568568568568569,-0.9867004982774796
0.8608608608608609,-0.8214582942682722
0.8648648648648649,-0.6587606405168202
0.8688688688688688,-0.5038573578792187
0.8728728728728729,-0.36168585690911736
0.8768768768768769,-0.23671803989886264
0.8808808808808809,-0.1328217839129665
